Crop,Month,Previous_Price,Current_Price,Next_Week_Price
Brinjal,2,15.63,18.63,19.76
Potato,11,41.09,41.81,42.07
Brinjal,4,36.7,32.81,29.88
Pumpkin,8,23.77,25.95,27.59
Onion,6,31.83,27.99,26.82
Potato,4,10.72,11.19,11.42
Beans,12,52.48,56.87,59.26
Pumpkin,11,48.58,50.68,52.06
Pumpkin,12,23.72,25.18,25.64
Rice,8,37.47,44.65,49.55
Onion,8,22.34,25.75,26.81
Ginger,11,211.98,210.43,209.76
Cucumber,4,26.02,30.46,33.61
Cabbage,9,21.97,22.81,23.41
Ginger,9,199.65,190.4,186.53
Beans,2,82.0,86.99,89.09
Ginger,11,219.02,192.89,173.54
Potato,1,26.35,28.41,29.89
Cucumber,1,17.39,20.52,21.57
Potato,7,8.19,7.88,7.69
Okra,1,30.55,29.75,29.38
Brinjal,11,76.47,91.55,101.45
Carrot,10,63.43,62.1,61.1
Garlic,11,296.56,354.5,390.48
GreenChilli,5,38.65,34.89,33.11
Carrot,8,49.56,42.84,40.79
Cauliflower,11,53.23,61.66,67.2
Tomato,4,40.11,41.48,42.4
Potato,12,19.49,19.22,19.07
Carrot,4,22.7,27.02,29.0
Onion,4,33.91,37.45,39.65
Cabbage,2,13.43,13.79,14.06
Cucumber,9,26.12,22.71,20.95
Garlic,12,212.89,253.41,276.86
Potato,10,36.02,31.95,30.35
Onion,8,13.13,15.03,16.19
Rice,9,36.61,43.55,46.95
Pumpkin,4,19.46,18.06,17.23
Garlic,7,164.85,172.0,175.7
BitterGourd,12,65.07,57.93,54.04
Tomato,6,13.43,12.59,12.2
BitterGourd,10,64.9,77.55,85.97
Potato,5,13.3,15.71,16.93
Brinjal,3,59.94,68.61,71.72
Potato,9,8.66,7.54,6.8
Garlic,3,237.27,265.3,279.73
Pumpkin,12,20.4,19.88,19.54
Cucumber,1,21.6,20.31,19.56
Carrot,1,47.99,46.71,45.81
Carrot,3,61.68,59.05,57.03
Ginger,5,199.27,235.78,261.21
Potato,3,27.2,26.47,26.14
Ginger,4,85.08,96.92,105.42
Carrot,11,47.59,41.67,37.01
Cucumber,4,10.09,11.09,11.53
Brinjal,10,57.42,67.48,75.02
Carrot,6,41.42,41.91,42.2
Rice,3,74.78,73.95,73.68
BitterGourd,3,77.66,71.12,66.92
Pumpkin,10,37.11,34.18,32.02
Beans,7,67.37,70.31,71.82
Pumpkin,12,52.55,53.14,53.52
Tomato,7,13.9,12.76,12.23
Cucumber,11,40.46,44.31,46.13
GreenChilli,10,166.43,198.07,210.21
Pumpkin,10,32.04,33.73,34.61
Cauliflower,7,32.09,28.09,25.98
BitterGourd,5,65.39,58.19,55.8
Pumpkin,8,29.02,28.23,27.75
Pumpkin,4,30.99,29.48,28.4
Cauliflower,3,61.32,52.74,49.38
Pumpkin,10,58.17,60.68,62.37
Potato,12,39.73,47.25,50.06
Rice,1,61.05,66.14,68.89
Carrot,6,18.12,15.67,14.06
Onion,9,46.09,48.96,50.41
BitterGourd,8,54.66,53.8,53.5
Garlic,12,210.52,191.28,181.41
Tomato,2,66.19,61.74,60.01
Cabbage,12,20.85,19.34,18.49
BitterGourd,4,80.85,70.98,67.62
Brinjal,7,20.88,19.48,18.38
Rice,6,38.83,43.31,45.5
Ginger,4,173.83,204.06,225.96
Beans,2,82.17,93.71,98.77
Carrot,1,66.96,68.23,68.99
GreenChilli,9,108.31,99.4,95.91
Carrot,9,33.4,37.11,38.97
Cabbage,9,16.0,15.6,15.45
Potato,2,13.18,13.3,13.36
Beans,2,44.74,53.24,56.64
BitterGourd,10,116.72,103.78,98.8
BitterGourd,12,106.56,99.84,94.59
Ginger,5,76.43,79.68,81.48
Ginger,1,145.77,141.69,140.25
BitterGourd,3,85.9,78.59,74.35
Onion,11,22.45,25.28,27.53
Pumpkin,4,32.62,33.92,34.54
Ginger,5,127.18,143.87,154.26
Cabbage,9,26.74,28.55,29.11
Brinjal,7,46.24,47.69,48.53
Tomato,9,61.06,65.32,68.08
Pumpkin,2,25.86,30.7,34.47
Onion,10,61.1,69.93,74.6
Tomato,4,15.47,18.02,19.3
Brinjal,6,47.8,44.94,43.06
Garlic,8,144.07,138.22,136.46
Cauliflower,4,42.18,48.18,52.97
Ginger,9,60.28,71.51,78.25
Potato,5,38.17,42.04,45.12
BitterGourd,9,67.14,80.54,85.24
Garlic,8,85.37,86.75,87.34
Cucumber,8,11.25,10.89,10.74
Carrot,8,40.26,38.62,37.53
Onion,7,33.13,30.04,29.0
Brinjal,2,58.85,55.53,53.77
Cucumber,4,30.48,30.08,29.95
Cauliflower,1,48.35,44.22,40.99
Rice,12,35.26,36.66,37.77
Okra,11,53.95,53.33,53.07
Potato,6,28.96,31.39,32.65
Tomato,10,57.37,68.12,75.24
Okra,4,51.78,55.91,57.3
Garlic,8,176.01,193.33,202.04
Beans,10,66.83,72.8,74.81
BitterGourd,11,91.51,99.76,105.25
GreenChilli,12,100.69,105.14,107.93
Tomato,8,11.55,11.6,11.62
Cucumber,3,28.25,27.67,27.28
Brinjal,9,20.34,19.37,18.72
Okra,11,93.84,108.96,117.18
Brinjal,3,22.52,25.53,27.15
BitterGourd,7,60.17,51.92,47.55
Cabbage,2,35.97,33.23,31.51
Carrot,11,27.42,23.62,21.16
Rice,12,108.57,124.35,132.54
Cauliflower,1,52.46,56.81,59.56
BitterGourd,6,47.36,41.24,38.37
Okra,5,64.28,77.09,81.35
Cabbage,12,33.13,31.89,31.15
Carrot,6,54.24,49.09,46.67
Pumpkin,2,29.09,27.76,27.23
Pumpkin,3,44.14,43.64,43.41
Cauliflower,6,30.25,34.38,36.22
BitterGourd,6,57.99,61.76,64.08
Cabbage,11,47.33,42.6,39.44
Okra,12,68.23,60.32,54.05
Ginger,5,185.09,184.14,183.85
Beans,6,55.58,48.68,45.63
Cucumber,9,37.4,33.04,31.09
Garlic,2,135.3,117.74,105.02
BitterGourd,9,70.51,76.92,79.28
Rice,4,87.21,96.31,100.98
Okra,5,75.53,67.94,62.7
Brinjal,7,34.11,38.11,40.42
Cauliflower,11,59.73,60.61,61.26
Brinjal,6,37.19,33.85,32.27
Cucumber,3,18.19,20.89,21.72
Beans,9,62.6,62.4,62.28
Ginger,8,91.77,98.74,104.08
Cauliflower,5,34.66,37.31,38.26
Onion,2,23.06,26.43,28.7
BitterGourd,7,52.54,62.1,65.18
Cauliflower,2,62.32,64.26,65.08
Beans,11,112.88,125.94,131.32
Cucumber,5,12.94,14.08,14.79
GreenChilli,9,99.75,85.2,78.71
Rice,8,22.58,23.16,23.54
Ginger,11,122.98,105.73,94.04
GreenChilli,10,107.87,129.28,138.53
Beans,12,50.73,49.86,49.28
Beans,1,77.01,84.49,87.78
Carrot,2,66.99,66.56,66.4
Rice,3,48.04,41.8,38.34
Potato,12,10.8,10.09,9.53
Pumpkin,3,49.12,52.02,53.92
GreenChilli,3,121.82,145.54,163.16
Carrot,3,20.45,24.42,25.81
Cauliflower,12,26.15,29.28,31.3
Ginger,12,197.01,212.42,217.21
Tomato,9,75.55,84.26,87.4
Ginger,5,178.66,157.15,143.93
Pumpkin,12,26.2,26.0,25.9
Carrot,12,74.19,87.35,95.35
Brinjal,4,53.55,61.22,64.94
Brinjal,8,45.85,46.7,47.28
Garlic,2,187.64,187.71,187.74
Ginger,7,116.78,128.34,132.79
Cucumber,2,26.57,26.32,26.24
Brinjal,7,36.26,38.67,40.45
Onion,1,35.28,37.06,38.44
Onion,7,30.81,26.75,24.67
Okra,4,61.46,52.93,49.3
Brinjal,4,34.06,36.84,38.38
Onion,9,24.84,26.76,27.75
Cabbage,12,55.5,55.74,55.86
Potato,2,25.54,30.41,33.28
Okra,6,31.06,33.63,35.43
BitterGourd,2,62.93,55.08,49.86
Cucumber,4,39.25,34.5,31.69
Ginger,7,72.97,80.7,83.28
Cucumber,8,32.1,30.67,29.56
Garlic,5,197.44,207.68,213.86
Carrot,3,34.9,36.85,37.93
GreenChilli,8,40.3,43.26,44.17
Beans,10,119.05,123.58,125.87
Tomato,2,40.81,45.17,48.3
Cauliflower,11,40.23,45.16,49.1
Beans,7,42.61,47.82,49.7
Potato,2,10.08,10.47,10.62
Cabbage,12,24.14,23.25,22.68
Beans,8,21.12,23.99,24.98
Okra,6,67.12,78.37,85.42
Beans,1,84.86,73.87,70.42
Onion,5,40.15,41.41,42.3
Rice,11,95.91,96.7,97.31
Carrot,2,30.87,26.29,24.0
Cucumber,9,13.1,13.76,14.17
GreenChilli,5,43.89,48.38,50.24
Ginger,11,174.32,164.53,159.06
Potato,7,28.12,33.64,37.35
Rice,3,81.05,88.06,90.21
Tomato,1,59.33,51.68,46.59
Brinjal,9,37.83,43.28,47.2
Okra,9,43.03,51.01,56.11
Okra,4,23.06,26.97,29.62
Carrot,8,55.77,56.98,57.65
BitterGourd,2,74.72,63.77,56.84
Garlic,6,72.21,85.34,93.12
Pumpkin,11,48.3,50.23,51.63
Garlic,2,112.35,122.18,125.16
Beans,12,73.4,66.91,63.54
Pumpkin,2,35.56,39.05,41.34
Tomato,5,77.29,68.2,64.12
GreenChilli,4,66.44,71.17,73.29
GreenChilli,5,58.72,64.96,68.14
GreenChilli,3,143.95,154.58,159.59
Rice,7,31.69,27.41,25.98
Brinjal,7,39.04,44.91,46.99
Beans,9,97.14,98.83,100.13
Beans,2,86.75,98.64,106.3
Cabbage,9,28.55,30.67,31.38
Brinjal,9,33.17,30.75,29.64
Okra,2,53.18,48.53,45.56
Carrot,4,58.93,65.67,68.81
Onion,11,68.91,62.65,60.69
Rice,8,45.8,41.97,39.7
Rice,1,70.41,64.13,59.93
Carrot,9,63.93,57.6,53.26
Brinjal,1,55.34,66.08,70.46
Garlic,12,261.36,258.22,256.14
Carrot,12,71.32,69.48,68.46
Ginger,9,84.35,100.52,107.95
Rice,3,61.77,62.89,63.37
Carrot,8,29.95,26.69,25.6
Ginger,4,160.51,187.81,199.58
Onion,7,37.44,32.61,28.86
Garlic,4,233.39,263.1,282.23
Cabbage,6,15.03,15.51,15.84
Potato,5,20.7,24.33,25.54
Cucumber,1,26.62,24.85,24.01
Beans,10,113.24,118.09,121.24
Rice,6,51.85,60.24,63.98
Okra,7,33.16,33.11,33.09
Cucumber,9,31.36,29.68,29.1
Cauliflower,7,28.57,32.05,34.66
Brinjal,1,49.9,54.83,56.36
GreenChilli,4,118.46,128.99,135.01
GreenChilli,8,78.95,87.25,90.83
BitterGourd,12,35.5,37.45,38.63
Onion,5,30.49,26.06,23.55
Carrot,3,23.72,25.74,26.65
Okra,1,69.18,60.38,56.14
BitterGourd,1,48.72,54.61,56.44
Garlic,6,150.01,171.68,188.22
Pumpkin,4,34.14,34.81,35.2
Cabbage,12,34.94,30.4,27.32
Tomato,2,37.8,33.6,31.55
Cabbage,9,14.39,16.48,17.32
Beans,4,39.03,43.07,45.98
Ginger,4,153.82,171.77,179.67
Cucumber,7,16.92,18.22,19.12
Ginger,9,189.27,206.58,212.25
Okra,6,49.16,54.92,57.63
Carrot,12,26.71,24.37,23.04
Garlic,4,168.75,179.48,186.19
Potato,1,13.22,13.19,13.17
Cabbage,4,28.48,25.29,23.49
Rice,7,35.26,35.3,35.33
Rice,4,86.85,91.45,92.98
Okra,10,41.48,40.58,40.24
Okra,6,57.06,53.71,52.51
Ginger,1,148.71,147.77,147.38
BitterGourd,1,52.96,54.64,55.78
Cabbage,8,22.02,23.3,24.09
Beans,11,96.74,88.92,83.76
Okra,4,79.8,73.87,70.9
Carrot,7,57.84,64.19,67.47
Pumpkin,4,28.87,33.18,34.81
Pumpkin,7,24.34,25.33,25.96
Tomato,8,51.88,44.68,41.78
Pumpkin,3,31.07,28.89,27.62
Rice,6,55.28,50.37,47.9
Cabbage,10,17.81,21.29,23.85
GreenChilli,9,93.66,92.37,91.43
BitterGourd,6,77.49,73.75,71.37
Brinjal,12,43.84,45.71,47.16
BitterGourd,8,67.49,75.85,78.62
Garlic,1,185.83,201.5,206.55
Cucumber,3,39.23,42.57,44.5
Garlic,2,241.21,267.85,280.32
Cucumber,6,25.96,30.01,33.04
Carrot,6,57.28,54.45,53.28
Tomato,7,24.23,22.43,21.66
Rice,11,66.55,75.71,79.48
Beans,12,34.46,31.76,30.92
Brinjal,4,58.0,59.35,60.22
Tomato,9,77.36,91.2,100.38
Potato,6,11.73,10.34,9.63
Carrot,6,36.79,35.33,34.8
Cauliflower,4,49.14,54.77,59.08
Carrot,3,25.67,28.5,29.92
Okra,8,29.43,33.63,36.35
Beans,5,67.79,63.03,60.07
GreenChilli,6,83.57,96.1,103.4
Brinjal,5,40.47,36.53,33.89
Cabbage,2,26.67,29.01,30.4
GreenChilli,7,102.58,115.45,124.53
Potato,6,13.15,14.92,15.98
Potato,12,13.92,13.56,13.37
GreenChilli,10,76.14,64.9,59.51
Cabbage,12,18.82,17.86,17.51
Okra,8,45.53,43.39,42.1
Okra,6,22.99,19.99,18.79
Ginger,11,98.09,104.47,108.76
Okra,7,50.5,48.16,47.0
Rice,11,81.2,81.95,82.54
Cabbage,12,27.73,24.8,22.63
Cauliflower,1,66.75,66.12,65.92
Beans,11,111.85,121.36,128.65
GreenChilli,9,128.68,140.23,145.15
Tomato,10,36.39,40.06,42.21
Cucumber,6,26.88,26.17,25.62
Okra,3,33.43,28.62,26.53
Onion,2,20.08,19.17,18.77
Potato,6,9.98,11.44,12.08
Garlic,9,146.21,155.49,160.85
Pumpkin,2,49.61,50.73,51.56
Beans,10,34.79,37.3,39.03
Beans,6,60.28,64.73,67.89
Carrot,6,18.6,16.68,16.04
Pumpkin,6,28.81,30.14,30.76
Pumpkin,10,45.09,49.44,52.66
Brinjal,6,41.91,50.2,53.71
BitterGourd,5,60.77,72.67,80.27
Potato,2,16.53,15.82,15.29
BitterGourd,10,63.37,68.84,72.43
Brinjal,11,45.19,40.76,38.46
Garlic,6,180.45,200.44,211.18
Carrot,5,47.04,46.9,46.85
Onion,9,38.81,41.48,42.45
Garlic,12,134.46,160.93,179.88
Pumpkin,10,56.22,63.58,68.36
Tomato,9,16.76,14.37,12.54
Potato,2,19.12,19.84,20.12
Cabbage,2,22.87,22.92,22.95
GreenChilli,8,27.9,25.69,24.75
Cabbage,1,49.53,58.08,60.72
Brinjal,3,46.27,55.5,60.92
Tomato,1,72.12,67.89,66.35
Tomato,3,72.06,79.11,84.29
Carrot,1,68.08,66.84,65.85
Okra,12,68.9,61.0,55.24
Cabbage,7,14.29,13.4,12.73
Tomato,1,59.54,54.1,52.11
Onion,10,64.82,71.91,75.71
Beans,7,68.28,76.37,81.3
Rice,6,23.31,27.96,31.53
Potato,5,39.65,46.82,50.18
Cabbage,1,13.38,14.59,15.31
Cucumber,5,12.61,13.19,13.5
Beans,12,104.49,89.15,78.47
Cabbage,12,39.02,42.44,44.47
Pumpkin,2,20.53,21.57,22.07
Cauliflower,4,67.39,59.82,56.05
Pumpkin,4,46.99,51.75,54.79
Cucumber,5,38.07,43.45,45.42
Pumpkin,12,49.81,43.55,39.76
Pumpkin,7,19.2,17.83,17.23
Rice,5,44.9,42.0,40.0
Potato,7,7.89,6.79,6.02
Cauliflower,7,39.56,45.89,48.31
Garlic,11,293.71,320.4,335.27
Cabbage,6,14.67,17.18,18.54
Brinjal,12,23.3,20.22,17.89
Garlic,6,192.15,217.38,228.14
Brinjal,5,24.09,27.43,29.46
Cauliflower,4,22.96,19.69,17.41
Cabbage,1,18.69,21.41,23.27
Beans,5,56.9,62.46,66.11
Beans,9,45.83,44.29,43.23
Pumpkin,6,15.49,13.75,12.65
Potato,2,29.51,33.59,35.53
Brinjal,8,35.41,41.79,45.27
GreenChilli,1,74.5,85.03,90.1
Garlic,11,335.35,369.61,392.0
Onion,5,46.74,52.27,56.6
Brinjal,6,42.56,36.27,32.22
BitterGourd,11,45.31,45.02,44.8
Cabbage,3,23.37,21.28,20.4
Okra,5,41.76,37.97,36.8
Beans,4,41.37,45.03,46.68
Potato,1,25.57,29.6,30.97
Cabbage,12,56.95,67.36,74.14
Brinjal,1,38.16,39.32,39.69
Onion,6,22.23,19.99,19.05
Rice,7,78.23,85.83,88.53
Potato,3,8.7,8.05,7.67
Carrot,3,22.63,21.98,21.65
Cucumber,9,31.02,36.23,38.89
Pumpkin,1,45.67,42.35,40.64
Garlic,7,102.43,96.25,94.19
Cucumber,8,12.8,13.16,13.34
Okra,10,35.11,35.16,35.19
BitterGourd,3,49.49,44.95,41.37
Cucumber,10,37.56,35.87,35.02
Cucumber,6,11.61,9.98,9.47
Rice,12,71.98,74.75,76.59
Cabbage,10,27.88,26.39,25.59
Pumpkin,11,42.7,40.42,39.66
Cabbage,7,26.87,30.0,31.48
Tomato,7,68.59,71.92,72.94
Brinjal,4,48.69,47.72,47.42
Ginger,5,150.11,142.26,136.79
Beans,8,33.84,34.77,35.47
Garlic,6,83.09,99.45,105.69
Cabbage,3,31.55,37.25,41.5
Pumpkin,11,45.14,39.72,36.1
Rice,12,36.38,39.41,40.42
Brinjal,5,54.3,65.08,70.3
Tomato,10,91.53,83.26,79.28
Rice,1,47.05,52.33,55.76
Brinjal,5,39.47,44.64,47.63
Carrot,12,42.83,48.59,52.34
Cucumber,7,26.92,27.07,27.18
GreenChilli,12,91.78,101.66,105.06
Onion,5,16.09,14.97,14.13
Cabbage,12,33.36,33.95,34.19
Tomato,7,54.69,52.5,51.63
Rice,12,111.96,132.63,142.52
Garlic,12,309.04,297.59,293.26
Beans,1,92.62,105.63,109.57
BitterGourd,12,52.09,55.15,57.53
Carrot,5,43.32,37.59,34.92
Ginger,1,117.33,115.96,115.46
BitterGourd,9,84.66,74.86,71.83
Cucumber,7,19.77,19.7,19.65
Cucumber,9,37.39,42.64,46.21
Okra,1,49.76,51.19,52.17
Potato,1,10.87,11.66,12.26
Beans,3,86.98,86.38,86.04
Cabbage,12,39.44,35.05,32.26
Ginger,7,49.45,51.2,52.18
Tomato,11,31.83,29.68,28.04
Carrot,6,18.39,21.01,22.09
Pumpkin,5,32.7,35.72,37.24
Beans,12,108.84,124.25,135.38
Carrot,9,22.02,18.75,16.2
GreenChilli,7,95.56,87.24,84.59
Carrot,11,76.47,82.81,87.72
Cauliflower,11,64.75,71.55,73.97
BitterGourd,1,42.32,46.53,49.59
Ginger,9,123.41,110.19,101.26
Cabbage,9,44.96,49.11,52.05
Cabbage,1,36.31,35.75,35.36
GreenChilli,12,134.28,116.07,109.48
Cauliflower,5,23.8,27.5,29.35
Cucumber,6,22.93,26.28,28.44
Carrot,3,44.63,45.48,46.15
GreenChilli,9,116.89,129.83,138.0
Rice,8,46.3,50.54,52.46
Okra,8,19.71,23.59,25.85
GreenChilli,8,122.91,106.5,93.77
Cucumber,4,15.74,17.76,18.63
Okra,7,38.25,35.68,34.53
Rice,4,63.73,69.98,72.14
Carrot,12,74.94,78.66,81.23
Okra,9,55.96,60.56,62.34
Garlic,6,62.32,55.37,50.29
Okra,12,44.16,47.02,48.16
Pumpkin,6,30.43,28.71,27.81
Pumpkin,11,33.36,39.98,44.86
Carrot,12,35.21,36.06,36.68
Garlic,12,197.52,222.88,238.1
Cucumber,11,39.84,42.43,43.7
Rice,1,77.34,92.79,103.12
Tomato,5,69.59,71.68,72.43
GreenChilli,7,67.95,79.85,85.2
Cucumber,7,16.97,17.08,17.12
Carrot,11,39.01,35.7,33.17
Rice,4,57.39,52.41,49.8
BitterGourd,3,31.32,29.9,28.88
Brinjal,8,26.48,31.08,32.5
Cucumber,1,30.19,34.39,36.75
Beans,10,83.03,73.8,70.37
Beans,7,24.94,29.65,32.96
BitterGourd,9,75.96,85.87,90.55
Brinjal,2,46.27,46.89,47.2
Cucumber,10,29.2,32.05,33.22
Garlic,5,83.31,76.35,73.74
BitterGourd,1,37.25,34.71,33.82
Potato,9,27.26,27.21,27.18
Okra,7,51.42,46.17,42.32
Onion,8,18.42,17.38,16.81
Cauliflower,6,17.26,15.23,13.63
Cucumber,11,18.12,21.06,23.21
Cauliflower,4,23.61,27.48,30.48
Pumpkin,6,34.69,33.53,33.14
Carrot,7,40.41,44.75,46.37
Garlic,6,155.11,172.72,183.17
Onion,2,49.06,51.22,52.52
Carrot,4,33.05,30.2,28.14
Tomato,9,24.5,28.2,30.5
Rice,7,60.2,57.45,56.41
Carrot,10,80.4,84.76,88.03
GreenChilli,4,106.89,123.42,129.94
Cucumber,8,27.41,32.5,35.42
Pumpkin,8,27.91,28.73,29.36
Cabbage,2,44.98,53.16,57.22
Onion,5,17.95,16.97,16.4
GreenChilli,4,32.04,31.04,30.62
Cabbage,7,39.86,34.05,30.4
Garlic,4,217.19,201.78,196.29
Garlic,4,112.98,131.77,140.16
Cauliflower,7,54.56,55.94,56.89
Rice,4,68.15,70.35,71.08
Cabbage,8,27.28,27.77,27.94
GreenChilli,4,104.88,101.34,99.74
Onion,9,55.17,61.09,65.33
Ginger,3,124.62,130.84,133.12
Okra,10,71.68,65.85,63.76
Cauliflower,10,39.12,46.13,51.46
Cabbage,10,45.45,51.77,54.23
Cabbage,11,15.73,16.96,17.92
Ginger,9,142.45,137.94,136.02
Cabbage,1,14.46,14.28,14.17
Rice,10,63.24,60.47,58.29
GreenChilli,6,49.67,43.99,41.59
Onion,3,46.45,43.48,41.96
Onion,2,10.62,12.08,12.88
Brinjal,3,16.08,17.78,18.69
Pumpkin,2,21.11,21.83,22.38
Cucumber,8,22.48,25.15,26.64
Ginger,10,116.99,113.19,110.5
Okra,2,21.44,20.71,20.19
Brinjal,10,70.78,70.88,70.91
Beans,4,31.38,34.16,35.18
Garlic,8,125.01,122.28,121.11
Beans,6,34.1,39.73,41.9
Beans,7,45.73,53.12,57.99
Tomato,5,45.46,50.6,53.56
Onion,12,35.39,30.35,28.17
Carrot,9,60.76,61.08,61.32
Potato,12,32.08,31.65,31.37
Rice,6,49.96,52.44,54.1
Tomato,8,44.62,47.05,47.85
Tomato,3,78.97,70.49,65.84
Potato,12,15.24,15.12,15.07
Potato,10,20.77,18.35,16.56
Okra,2,46.84,51.46,53.98
GreenChilli,8,107.74,113.02,116.88
Ginger,6,82.96,98.09,107.73
Cauliflower,8,46.65,49.99,51.68
Rice,1,36.35,31.92,29.36
Cucumber,5,11.07,9.74,9.08
Beans,11,106.5,119.05,127.35
Beans,7,21.43,20.05,19.04
Pumpkin,11,41.89,42.27,42.45
Brinjal,4,58.26,56.82,56.16
Potato,3,19.33,17.55,16.15
Brinjal,11,30.55,32.08,33.01
BitterGourd,6,36.83,39.06,40.06
Carrot,5,32.25,30.63,29.47
Cauliflower,4,31.95,34.17,35.71
Cauliflower,6,48.96,42.41,37.22
Cabbage,6,26.95,31.95,35.92
Onion,1,11.91,11.82,11.79
Cucumber,4,30.71,30.84,30.93
Pumpkin,4,16.31,15.92,15.79
GreenChilli,3,148.9,159.85,163.23
GreenChilli,3,123.5,130.98,135.65
Okra,9,70.76,76.58,78.51
Garlic,3,127.31,116.68,108.99
Garlic,1,102.35,106.8,109.85
Beans,12,98.32,114.0,122.23
Beans,1,56.08,55.49,55.03
Beans,1,48.22,47.65,47.41
BitterGourd,1,61.73,64.14,65.63
Cucumber,12,30.9,32.5,33.43
Onion,12,40.64,47.33,52.04
Onion,8,32.31,37.11,38.65
Pumpkin,7,25.0,27.71,29.25
Carrot,5,27.25,23.97,22.04
Carrot,12,33.7,31.29,30.42
Beans,3,80.27,81.48,82.23
Cauliflower,12,40.81,41.17,41.45
Carrot,2,39.99,41.62,42.13
Tomato,3,31.1,29.15,27.59
Tomato,8,33.27,39.74,44.77
Tomato,11,52.75,52.61,52.51
GreenChilli,12,160.64,145.62,138.66
Beans,3,57.52,66.98,70.33
Beans,10,117.84,101.09,89.07
Pumpkin,9,35.16,30.64,27.71
Cauliflower,3,60.36,62.16,63.09
GreenChilli,1,70.65,81.94,86.1
Tomato,1,32.04,33.42,34.44
Brinjal,5,15.83,17.04,17.87
GreenChilli,5,62.41,57.65,56.09
Onion,9,51.98,48.5,46.28
GreenChilli,8,95.68,92.27,90.3
Tomato,5,46.99,40.41,37.43
BitterGourd,10,100.89,105.52,107.79
BitterGourd,2,83.33,85.64,86.99
Rice,3,44.35,45.74,46.28
Potato,1,32.37,29.16,27.62
GreenChilli,6,93.82,96.47,98.56
Cucumber,2,13.67,14.23,14.52
Okra,12,56.65,51.06,49.21
Onion,10,58.29,54.93,53.18
Onion,7,47.54,41.77,38.61
Brinjal,10,26.97,30.89,33.34
Ginger,1,124.1,135.66,143.41
Okra,5,51.47,60.03,64.99
Potato,8,7.08,7.02,7.0
Ginger,7,169.49,144.99,125.97
Beans,5,55.39,62.73,66.66
Carrot,6,17.11,20.38,21.76
Cucumber,4,36.32,42.74,45.83
Rice,9,78.17,69.36,62.99
GreenChilli,10,105.03,96.04,89.78
Cucumber,12,42.48,45.07,46.64
Brinjal,4,59.18,59.18,59.18
Tomato,7,15.07,15.84,16.42
Rice,9,76.54,78.13,78.64
Tomato,1,56.91,56.9,56.9
Cauliflower,1,49.55,55.04,59.18
Ginger,3,120.12,143.41,161.37
Beans,12,48.71,52.96,54.49
Brinjal,9,45.02,47.97,50.11
GreenChilli,4,68.66,59.1,55.92
Cucumber,4,29.99,26.38,24.29
Tomato,2,52.47,54.66,56.11
Brinjal,7,19.51,23.25,24.39
Brinjal,3,45.59,40.61,38.38
Beans,7,44.49,43.25,42.32
Brinjal,3,17.99,17.11,16.61
Okra,1,59.29,61.29,62.34
Cucumber,7,26.48,30.47,33.14
Rice,3,67.36,79.5,83.72
Okra,12,72.83,71.18,70.45
Ginger,3,60.92,63.02,64.28
Garlic,9,237.36,274.78,299.8
Onion,10,52.46,56.28,58.37
BitterGourd,8,62.77,58.28,56.48
Carrot,7,21.19,19.28,18.29
Beans,7,34.13,34.28,34.37
Tomato,4,69.62,70.06,70.22
Onion,10,23.96,20.5,19.0
Brinjal,4,43.11,44.73,45.76
Brinjal,10,58.66,50.77,46.17
Brinjal,10,56.93,66.86,71.62
Cucumber,1,13.64,11.8,10.68
Ginger,5,133.44,116.92,105.9
Potato,6,10.8,12.07,12.66
Okra,7,26.85,29.28,30.21
Ginger,5,80.46,73.72,68.72
Tomato,9,44.26,52.86,56.01
Carrot,8,30.94,32.33,32.87
Ginger,11,77.48,72.54,69.29
Beans,7,25.43,29.65,31.18
Beans,3,36.81,35.77,34.96
GreenChilli,10,121.69,112.01,108.87
Carrot,1,46.76,43.58,42.3
Tomato,12,39.83,36.65,34.63
GreenChilli,6,121.37,114.46,109.51
Carrot,12,57.2,50.83,47.88
Cabbage,1,30.4,32.71,33.67
Cucumber,6,28.38,26.54,25.9
Potato,11,9.52,10.31,10.94
Ginger,5,67.84,60.84,55.55
Cauliflower,8,31.69,32.71,33.24
Pumpkin,9,47.08,46.98,46.9
Rice,8,52.66,56.49,58.05
Rice,9,45.96,54.09,58.2
Onion,2,43.31,39.85,38.51
Brinjal,6,33.01,31.23,29.83
Tomato,9,54.3,57.0,58.56
Carrot,12,58.5,65.37,69.05
Ginger,11,66.73,57.63,51.06
Tomato,5,15.63,13.72,12.23
GreenChilli,3,136.12,143.42,146.75
GreenChilli,5,63.03,55.29,52.12
Brinjal,2,28.19,25.61,23.98
Okra,2,73.18,62.99,58.7
Pumpkin,6,41.57,46.74,49.38
BitterGourd,4,53.07,47.0,43.85
Beans,2,57.01,53.42,51.02
Rice,6,22.22,25.25,26.21
Brinjal,3,46.96,50.45,51.83
Okra,1,26.47,23.74,22.18
BitterGourd,10,124.54,117.23,113.37
Tomato,6,63.7,65.89,66.76
Garlic,9,99.85,100.42,100.67
Pumpkin,6,34.81,32.42,31.65
Potato,2,8.4,7.93,7.76
Tomato,4,17.42,18.59,19.41
Cauliflower,9,40.41,41.85,42.53
Garlic,10,154.64,146.02,140.33
Brinjal,9,50.59,49.14,48.19
Pumpkin,3,34.12,32.19,30.69
